GUID,Taxon,Synonymie,Aggregatzugehörigkeit,Taxonname deutsch,Nordtirol,Nordtirol,Nordtirol,Nordtirol,Osttirol,Osttirol,Osttirol,Osttirol,Kommentar
,,,,,RL,A,B,R,RL,A,B,R,
D31A2F54-F1E5-494D-BE2C-56EF5F88D2B3,Ranunculus allemannii,,R. auricomus agg.,Engadiner Gold-Hahnenfuß,CR,1,-1,-3,-,,,,NT: Das Nordtiroler und damit österreichische Vorkommen beschränkt sich auf den Bereich zwischen Nauders und dem Reschenpass (Pagitz et al. 2023).
F57C692E-0FA2-466F-BA24-F4F9CE7DB2CB,Ranunculus alpestris s. str.,,,Alpen-Hahnenfuß,LC,5,0,0,LC,4,0,0,
9AEBF19B-DC79-40E6-9D14-5755D71BC4BA,Ranunculus aquatilis s. str.,,R. aquatilis agg.,Großblütiger Wasserhahnenfuß,RE,0,-3,,(CR),dd,dd,dd,"NT: Es gibt kein aktuell bestätigtes Vorkommen in Nordtirol (Pagitz et al. 2023). – OT: In der Flora von Hausmann publiziert aber nicht belegt; ausgestorben, wenn jemals vorhanden gewesen."
AF78BCE1-0322-4003-A017-3CA24BD0246D,Ranunculus arvensis,,,Acker-Hahnenfuß,u,,,,u,,,,
79B3D362-F00B-48F5-9B8D-386CCE960420,Ranunculus breyninus,syn. R. oreophilus,R. montanus agg.,"Gebirgs-Hahnenfuß, Hornschuch-H.",LC,4,0,0,LC,1,0,0,OT: In den Lienzer Dolomiten zuletzt bestätigt (Stöhr et al. 2023).
8FF80911-F206-4E52-8AC6-BB5FF6CE9236,Ranunculus bulbosus,,,Knollen-Hahnenfuß,NT,4,-2,-1,LC,4,-1,-1,
93C2DE78-5FD0-4E9F-AE18-E826BB92535C,Ranunculus carinthiacus,,R. montanus agg.,Kärntner Hahnenfuß,(VU),dd,dd,dd,LC,2,0,0,"NT: Ein Beleg aus dem Gschnitztal bei Trins wurde von W. Gutermann als R. carinthiacus revidiert (Gilli & Niklfeld 2018). Die mit dem Beleg korrespondierende diploide Chromosomen-zahl unterstützt diese Bestimmung, morphologisch ist der Beleg allerdings nicht eindeutig R. carinthiacus zuordenbar. Es gibt keine weiteren gesicherten Nachweise."
6291BCD2-6EB3-4333-882E-1ABD0C777F48,Ranunculus circinatus,,,Spreizender Wasserhahnenfuß,RE,0,-3,,-,,,,"NT: Es gibt eine Handvoll historischer, großteils unbelegter Funde aus der Nordhälfte Nordtirols, von denen keiner rezent bestätigt werden konnte (Pagitz et al. 2023)."
C448B1FB-49D3-45BD-9B37-630DCA38914E,Ranunculus confervoides,syn. R. trichophyllus subsp. lutulentus,R. aquatilis agg.,Gebirgs-Wasserhahnenfuß,CR,1,-2,-1,CR,1,-1,-2,Die taxonomische Zuordnung der alpischen Populationen ist umstritten. Die Art ist jedenfalls leicht zu übersehen. Auf Verwechslungen mit R. trichophyllus ist zu achten. – NT: Die Art ist nur von einer Handvoll Stellen südlich des Inn angegeben. Aktuelle Nachweise östlich des Wipptales fehlen. – OT: Rezent ist nur ein Vorkommen in den Leckfeldern (Karnische Alpen) bekannt (Stöhr 2022). 
9A1FF289-8F0B-4D15-8664-81293E850AA4,Ranunculus flammula s. str.,,R. flammula agg.,Brenn-Hahnenfuß,NT,4,-2,-1,CR,1,-3,-1,OT: Das einzige bekannte rezente Vorkommen beim Matreier Tauernhaus ist durch landwirtschaftliche Maßnahmen hochgradig gefährdet.
BA946F4E-5E79-4823-95D1-B300037852FE,Ranunculus glacialis,,,Gletscher-Hahnenfuß,LC,4,0,0,LC,5,0,-1,
DD1A0A27-75CE-4C08-9B74-DE7E848BE613,Ranunculus hybridus,,,Kamm-Hahnenfuß,LC,3,0,0,LC,3,0,0,
F89C0CFE-8A10-45D9-99B2-51A04803E938,Ranunculus illyricus,,,Illyrischer Hahnenfuß,u,,,,/,,,,
877C2DB6-BA33-4D5E-95DB-4C4B0656FB23,Ranunculus kuepferi,,,Küpfers Hahnenfuß,LC,3,0,0,LC,4,0,-1,
492687E0-52DD-4D07-B0B7-A8D91103FAFF,Ranunculus lanuginosus,,,Woll-Hahnenfuß,LC,5,0,0,LC,5,0,0,
652955B9-3121-4F58-A5EF-D141223103AA,Ranunculus lingua,,,Zungen-Hahnenfuß,EN,2,-2,-2,-,,,,"NT: Es gibt nur wenige Angaben, die meisten im Inntal von Innsbruck abwärts. Drei der insgesamt 8 Quadranten der FKÖ konnten rezent bestätigt werden (Wildermieming, Reintaler See, Schwemm; Pagitz et al. 2023)."
303B78F3-86E7-49FA-89AB-F9BD6AEF0D78,Ranunculus montanus s. str.,,R. montanus agg.,Berg-Hahnenfuß,LC,5,0,0,LC,5,0,0,
41612A9B-B875-411A-8C0B-27F68BBA3D37,Ranunculus nemorosus,syn. R. polyanthemos subsp. nemorosus,R. polyanthemos agg.,"Hain-Hahnenfuß i. e. S., Wald-H.",LC,5,-1,0,LC,5,-1,0,
8F46A4A1-2A4A-44E2-A7E3-6C6C1FAD23E8,Ranunculus parnassifolius,,,Herzblättriger Hahnenfuß,VU,1,-1,-1,EN,1,-1,-1,"NT: Es gibt sehr zerstreute Angaben aus den Lechtaler, Ammergauer und Stubaier Alpen sowie aus dem Wettersteingebirge und dem Karwendel. Rezent bestätigt werden konnten Vorkommen in den Ammergauer Alpen (Kohlbergspitze), dem Wetterstein (Hoher Kamm) und den Stubaier Alpen (Wasenwand, Roter Kopf), nicht jedoch jene im Karwendel und bei Zams (Pagitz et al. 2023). Umgestuft von EN auf VU wegen geringer Habitatgefährdung mancher Vorkommen andere sind durch Beweidung sehr wohl gefährdet!"
6B87373C-3FD4-40E2-B630-93E12E727C2D,Ranunculus penicillatus s. str.,,R. aquatilis agg.,Pinselblättriger Wasserhahnenfuß i. e. S.,/,,,,LC,2,0,0,
B26B9456-C3B9-46DD-A46A-3CE44D7E240D,Ranunculus platanifolius,,,Platanen-Hahnenfuß,LC,4,0,0,LC,5,0,0,
43508AF3-F1C2-42AC-9E9E-C833D262F6C9,Ranunculus polyanthemophyllus,syn. R. polyanthemos subsp. polyanthemophyllus,R. polyanthemos agg.,Schlitzblättriger Hain-Hahnenfuß,LC,3,0,0,VU,3,-1,-2,"NT: Die Art wurde früher kaum beachtet, sie ist aber von Wattens westwärts nördlich des Inns an warmen, trockenen Standorten regelmäßig anzutreffen (Pagitz et al. 2023)."
D3942540-971A-4DDF-8E24-756DB6AAC6BC,Ranunculus pygmaeus,,,Zwerg-Hahnenfuß,VU,2,-1,-1,VU,3,-1,-2,Für die Art besteht eine Gefährdung durch Verringerung der Schneebedeckung und das Fehlen von den Sommer über Feuchtigkeit liefernden Altschneefeldern.
D7B7E558-1DFD-4826-9ACF-DC45E67B8BB7,Ranunculus repens,,,Kriech-Hahnenfuß,LC,5,0,0,LC,5,0,0,
E8587251-5379-4DDD-AD9E-A57A7C397CA2,Ranunculus reptans,,R. flammula agg.,Ufer-Hahnenfuß,CR,1,-2,-2,/,,,,NT: Die Art kommt aktuell nur noch am Pillersee vor (Pagitz et al. 2023).
A52A7577-B475-4128-8D83-C29F37400566,Ranunculus rionii,,R. aquatilis agg.,Zarter Wasserhahnenfuß,CR,1,0,-2,-,,,,NT: Die Art kommt in Terfens/Weißlahn an zwei Stellen vor (Pagitz et al. 2023).
20BF89CF-D3FC-464F-A823-756484196EDA,Ranunculus sardous,,,"Rauhaariger Hahnenfuß, Sardischer H.",u,,,,CR,1,-2,-1,OT: Nur aus dem Lienzer Becken bekannt und hier durchwegs in individuenarmen Populationen.
126E8D90-AB4D-42A8-9D13-6333E873FBB8,Ranunculus sarntheinianus,,R. auricomus agg.,Sarnthein-Gold-Hahnenfuß,CR,1,-2,-2,-,,,,NT: Nordtiroler Endemit. Diese Kleinart aus dem R. auricomus agg. wurde erst jüngst beschrieben (Dunkel 2020) und kommt aktuell sehr selten und kleinflächig bei Flaurling und Seefeld vor (Pagitz et al. 2023). 
D7A7CB89-A954-4BF6-A2A4-6B63FED351A3,Ranunculus sceleratus,,,"Gift-Hahnenfuß, Unheil-H.",CR,1,-3,-2,CR,1,-2,-3,"NT: Diese ehemals v. a. im Großraum Innsbruck, dem Zillertal und der Umgebung von Wörgl vorkommende Art wurde rezent nur bei Zirl nachgewiesen. – OT: Zuletzt auf Schlamm in einer Deponiefläche in Lavant nachgewiesen (Stöhr ined.), möglicherweise hier schon ausgestorben."
C5FE023E-58A0-4A53-8F83-27D7AF8C8EA0,Ranunculus seguieri,,,Séguier-Hahnenfuß,-,,,,LC,1,0,0,
7696EF84-54E2-4C73-8182-417B17426FA3,Ranunculus serpens,,R. polyanthemos agg.,"Wurzelnder Hain-Hahnenfuß, Schlängel-H.",LC,3,0,0,/,,,,
4BA3C178-8175-47DC-86DB-B0F6236BEA45,Ranunculus trichophyllus s.strictiore,,R. aquatilis agg.,Haarblättriger Wasserhahnenfuß i. e. S.,LC,4,-1,-1,LC,4,0,0,
5AC960AE-445F-47E9-BD8F-E44239AB8642,Ranunculus variabilis,,R. auricomus agg.,Wiesen-Gold-Hahnenfuß,VU,1,0,-1,-,,,,NT: Die Art ist nur von einem individuenreichen Vorkommen in der Filz bei Wörgl bekannt (Pagitz et al. 2023).
ACCC5E08-9EEE-422A-A2BE-BA8BE938FF61,Ranunculus villarsii,,R. montanus agg.,"Grenier-Hahnenfuß, Villars-H.",LC,4,0,0,LC,2,0,0,
17C97A11-DC3E-473A-A41E-F244AB6BAFEC,Raphanus raphanistrum s.lat.,,R. raphanistrum agg.,Acker-Rettich,NT,4,-2,-1,LC,4,-1,-1,
A747CBC9-5DFB-432D-8E1F-9FF2A2029544,Raphanus sativus,,R. raphanistrum agg.,Garten-Rettich,u,,,,u,,,,
41358EB9-12E0-450F-B13D-6C86A45EB1A0,Rapistrum perenne,,,Stauden-Rapsdotter,u,,,,-,,,,
3E19DCEE-1704-4A75-977F-0CA12AA76857,Rapistrum rugosum subsp. orientale,,,Orientalischer Runzel-Rapsdotter,u,,,,-,,,,
0D8D3AF2-DB69-4ACD-BFAF-7B827160E5E4,Rapistrum rugosum subsp. rugosum,,,Gewöhnlicher Runzel-Rapsdotter,u,,,,u,,,,
D21ACCA0-037D-4AE6-AE38-B7122575E8C2,Reseda lutea,,,Gewöhnliche Resede,LC,4,0,0,LC,5,0,0,
2B51F511-130F-43C7-AD2A-11BFE415AB07,Reseda luteola,,,Färber-Resede,u,,,,u,,,,
F7B88A05-7469-4624-938F-E914B34A2C16,Reynoutria × bohemica,(R. japonica × sachalinensis); syn. Fallopia × bohemica,R. japonica agg.,Bastard-Staudenknöterich,i,,,,i,,,,
3613DB91-F9F4-4F26-88EE-9F389759E430,Reynoutria japonica s. str.,syn. Fallopia japonica s. str.,R. japonica agg.,Japanischer Staudenknöterich,i,,,,i,,,,
AD46A504-9207-48F9-AC3A-758DFC31B5D1,Reynoutria sachalinensis,syn. Fallopia sachalinensis,,Sachalin-Staudenknöterich,i,,,,i,,,,
BCE985FA-D26C-4F93-8EF5-7E0DE9CB2A42,Rhamnus cathartica,,,Gewöhnlicher Kreuzdorn,LC,4,-1,0,LC,4,0,0,
8BF1A790-2FFE-44B9-820B-35F16BB37778,Rhamnus pumila,,,Zwerg-Kreuzdorn,LC,4,0,0,LC,4,-1,0,
24954DA7-CCB8-4443-A615-ADA6D1567579,Rhamnus saxatilis,,,Felsen-Kreuzdorn,LC,4,0,0,/,,,,
E500D147-8DDA-4470-AA8C-3976B1C05CFF,Rhaponticum scariosum,syn. Stemmacantha rhapontica,,Bergscharte,VU,1,0,-1,-,,,,
C6A2036F-6E1F-4DF8-A822-0D6C2EA267AF,Rheum rhabarbarum,,,Rhabarber,u,,,,u,,,,
A278F3E9-6A5C-4569-B883-DCB384748F45,Rhinanthus alectorolophus s. str.,syn. R. alectorolophus subsp. alectorolophus,,Zottiger Klappertopf i. e. S.,LC,5,-1,0,LC,5,-1,0,
6A8415C1-FB23-4D4C-B641-C56E23A669E6,Rhinanthus glacialis,,,Grannen-Klappertopf,LC,5,0,0,LC,5,0,0,
B2AE7544-B70D-45B2-9E54-7916511AE3FE,Rhinanthus minor,,,Kleiner Klappertopf,LC,5,-1,0,LC,5,-1,0,
CE003831-97E4-4021-AE01-7315ACBEA2CE,Rhinanthus serotinus s. str.,,,Großer Klappertopf,EN,2,-2,-2,/,,,,"NT: Der Schwerpunkt der Verbreitung liegt im Unterland, weitere Vorkommen gab es im Innsbrucker Raum sowie im Außerfern. Rezent wurde die Art bei Zirl, Angerberg und Walchsee gefunden (Pagitz et al. 2023). – OT: Eine frühere Angabe von O. Stöhr vom Iselsbergpass ist auf R. glacialis zu revidieren; auch bei weiteren Angaben ist aus unserer Sicht von Verwechslungen bzw. Fehlsynonymisierungen auszugehen (Stöhr et al. 2023)."
9C15AA3B-50A4-4183-B434-46E79A151695,Rhodiola rosea,,,Rosenwurz,VU,1,0,-1,NT,3,-1,-1,NT: Die Art kommt in kleinen Populationen am (regionalen) Arealrand vor.
C4AF1D04-68DB-4296-AA4E-C84D8B32F477,Rhododendron catawbiense,,,Catawba-Rhododendron,-,,,,u,,,,
85A2B54F-B2F5-4ADE-A50C-8655A1A0957F,Rhododendron ferrugineum,,,Rost-Alpenrose,LC,5,0,0,LC,5,0,0,
A60AA77C-E026-42F9-BCA6-62379CBD9012,Rhododendron hirsutum,,,Wimper-Alpenrose,LC,5,0,0,LC,5,0,0,
697F3407-75E8-4924-8E53-3ABB05C1DF2C,Rhododendron tomentosum,syn. Ledum palustre,,Porst,u,,,,-,,,,NT: Bei der historischen Angabe handelte es sich um ein angesalbtes Individuum das keine Nachkommen hat.
06ED0B31-365E-40F6-907E-2838DEBF1A59,Rhodothamnus chamaecistus,,,Zwergalpenrose,LC,4,0,0,LC,4,0,0,
DF72A210-0BB3-432F-8C62-EC67A5AC56E7,Rhus typhina,,,"Essigbaum, Hirschkolben-Sumach",pi,,,,pi,,,,
05B62D13-2DE2-4E1A-8D74-12F686F6B044,Rhynchospora alba,,,Weißes Schnabelried,NT,4,-2,-2,CR,1,-3,-3,OT: Neben einem äußerst individuenarmen Vorkommen am Iselsbergpass nur noch in der Tannwiese bei Kartitsch vorkommend (Stöhr ined.).
1D6F8217-C898-410E-AA5C-3EB7E788A4A5,Rhynchospora fusca,,,Braunes Schnabelried,CR,1,-3,-2,-,,,,"NT: Die Art kam in vier Quadranten der FKÖ im Osten Nordtirols vor, rezent ist sie aus dem NSG Schwemm und bei Kitzbühel nachgewiesen."
C1B6B8F7-CA69-47A6-909D-9F14B73D8F2A,Ribes alpinum,,,Alpen-Ribisel,LC,4,0,0,LC,5,0,0,
622CB173-0BE3-4F64-A87E-7E573740042E,Ribes nigrum,,,Schwarze Ribisel,e,,,,e,,,,
B469D3C5-8722-4127-8685-E1AF75326F32,Ribes odoratum,,,Wohlriechende Johannisbeere,u,,,,-,,,,
5C146363-9F8D-4A04-9359-1906C2480E8D,Ribes petraeum,,,Felsen-Ribisel,LC,4,0,0,LC,5,0,0,
B20D4A90-7628-4D5E-A90B-E516DC3BE488,Ribes rubrum s. str.,,R. rubrum agg.,Rote Ribisel,e,,,,e,,,,
CC37E7E8-2497-416A-B6AA-55CCAC3B580C,Ribes sanguineum,,,Blut-Ribisel,u,,,,-,,,,
7B1B3680-FA56-4D36-954C-1C61A3FF57CA,Ribes spicatum,,R. rubrum agg.,Ähren-Ribisel,-,,,,e,,,,
06E850ED-A8E2-460E-845B-D00D0F7F5FD6,Ribes uva-crispa,inkl. subsp. grossularia,,Stachelbeere,LC,4,-1,-1,LC,5,-1,0,
A4AACEBB-1BEC-45A2-BD37-7FBB54194077,Robinia pseudoacacia,,,Gewöhnliche Robinie,i,,,,i,,,,
49CC5448-2236-4231-B0F8-099FC579575A,Rodgersia sambucifolia,,,Holunderblättriges Schaublatt,u,,,,-,,,,
45C28E7D-C320-49A1-86EF-4F940E180C38,Rorippa × anceps,(R. amphibia × sylvestris),,Niederliegende Sumpfkresse,u,,,,-,,,,
6AE198DF-703B-4F88-A808-EF385B313C84,Rorippa × armoracioides,(R. austriaca × sylvestris),,Meerrettich-Sumpfkresse,u,,,,u,,,,
DBAAF015-7EF1-476A-B025-D0E9288D76A1,Rorippa austriaca,,,Österreichische Sumpfkresse,e,,,,u,,,,
97882958-7F84-4358-B30D-F3EFD7E1D7E9,Rorippa islandica s. str.,,R. islandica agg.,Isländische Sumpfkresse,CR,1,-2,-1,CR,1,-2,-2,NT: Die Art wurde ehemals von drei Quadranten der FKÖ im Oberen Gericht angegeben. Aktuell kommt sie nur noch in einem einzigen großen Bestand am Obernberger See vor. – OT: Stark schwankende Vorkommen an alpinen Stillgewässern (Stöhr 2022).
1B894AE9-567F-45DF-BB18-2924B1F70D11,Rorippa palustris,,R. islandica agg.,Gewöhnliche Sumpfkresse,LC,4,0,0,LC,5,0,0,
BADE424B-89DD-43BE-B6E2-4498B796A630,Rorippa sylvestris,,,Wilde Sumpfkresse,LC,5,0,0,LC,4,0,0,
D0A6D867-C984-453C-B978-57F66F0F150E,Rosa abietina,,,Tannen-Rose,VU,1,0,-1,-,,,,
0C26BC35-BDDF-415A-87C6-747550F7AE17,Rosa agrestis,,,Feld-Rose,EN,2,-3,-1,EN,2,-2,-2,NT: Die Art hat in Nordtirol starke Rückgänge zu verzeichnen. Größere Vorkommen existieren noch im Oberland. – OT: Aktuelle Vorkommen sind aus dem Lienzer Becken und bei Kals am Großglockner/Unterpeischlach bekannt (Stöhr et al. 2023).
AF689F5D-1BE6-40F4-995A-03C5233F35D3,Rosa arvensis,,,Liegende Rose,LC,4,0,0,/,,,,"OT: Sämtliche nachgesuchte Angaben, mehrheitlich aus der Biotopkartierung stammend, beziehen sich auf andere Arten (Stöhr et al. 2023)."
6A2B6C30-C734-4C07-9D96-0A3FD8B849CE,Rosa balsamica s. str.,"syn. R. obtusifolia, R. tomentella",,Flaum-Rose,CR,dd,dd,dd,/,,,,Die Wertigkeit der Sippe ist nicht klar. Möglicherweise handelt sich um einen hybridogenen Formenschwarm.
062477AF-7B2A-480C-961F-D10B50118B30,Rosa caesia s. str.,,,Lederblatt-Rose,VU,2,-1,-1,VU,2,-1,-1,
9D923609-557A-4C08-84A2-175C3032B86D,Rosa canina s. str.,,,Hunds-Rose i. e. S.,LC,4,0,0,LC,5,0,0,
CBBE15DF-BF02-48AE-A044-9E91CEF32107,Rosa centifolia,,,Hundertblättrige Rose,u,,,,-,,,,
9BD2260D-B870-40F0-B989-BA87CD1CCD4E,Rosa corymbifera,,,Gebüsch-Rose,NT,3,-1,-1,NT,3,-1,-1,
D764E553-DE88-46EE-BD9C-7B6C7C6E182C,Rosa dumalis s. str.,,,Vogesen-Rose,NT,4,-2,-1,LC,4,-1,-1,
016C94B2-DDED-417F-9254-9B4BF2B7340A,Rosa elliptica,,,Keilblättrige Rose,(CR),dd,dd,dd,EN,2,-1,-2,"NT: Es existieren nur einzelne, überwiegend historische Angaben aus Nordtirol. Der letzte Nachweis war bei St. Anton am Arlberg, ist über 20 Jahre alt und nicht anhand von Herbarmaterial überprüft. Die Abgrenzung zu R. inodora ist schwierig, letztere wurde oft nicht als eigenständige Art abgegrenzt. Soweit bisher überprüft, gehören die Angaben von R. elliptica südlich von Innsbruck zu R. inodora."
B04A5F08-587F-444D-B020-E85766DE9FF5,Rosa glauca,,,Rotblättrige Rose,NT,4,-2,-1,VU,3,-2,-1,
F9E3F452-0657-4FA2-BA6A-0182A8E0A1E9,Rosa gremlii,syn. R. columnifera,,Säulen-Rose,EN,2,dd,-1,VU,1,0,-1,Die Wertigkeit der bestimmungskritischen Sippe ist umstritten. Sie liegt morphologisch zwischen R. micrantha und R. rubiginosa. – NT: In Nordtirol zerstreut aus dem Oberland und isoliert davon bei Erl nachgewiesen. – OT: Bislang nur ein Vorkommen in einer Magerweide in Nikolsdorf (Stöhr ined.).
648F9FA6-1491-4B77-88F7-7ACC35988548,Rosa inodora s. str.,,,Schwachduft-Rose,EN,2,-2,-1,VU,3,-2,-2,"Die Wertigkeit der zwischen R. agrestis und R. elliptica vermittelnden Sippe ist umstritten, die Abgrenzung v. a. gegenüber R. elliptica ist oft kritisch. – NT: Ehemals war die Art im Raum Innsbruck und im Wipptal sowie im Oberland verbreitet. Aktuell gibt es nur mehr spärliche Angaben aus Natters und dem Oberen Gericht."
1B5F5947-25E2-48A6-912B-8D0399A1788B,Rosa majalis,,,Zimt-Rose,EN,3,-3,-1,/,,,,NT: Die Art verzeichnet einen starken Rückgang. Vor allem für die östlich gelegenen Vorkommen im Großraum Innsbruck und angrenzende Bereiche fehlen aktuelle Meldungen.
029CEEFA-8655-4BE4-A9CC-3B848CE5C74A,Rosa marginata,syn. R. jundzillii,,Raublättrige Rose,(EN),dd,dd,dd,-,,,,"NT: Die Art ist historisch aus Schattwald im Tannheimertal und bei Trins im Gschnitztal angegeben. Ob die ehemaligen Vorkommen in Nordtirol tatsächlich zu dieser Art gehören, ist ungewiss."
46827B87-4EDD-47C6-B3A0-CF47C548D026,Rosa micrantha,,,Kleinblütige Wein-Rose,LC,3,0,-1,VU,3,-1,-2,
7EA94385-14D2-47DD-84E2-C166F79E560D,Rosa multiflora,,,Vielblütige Rose,pi,,,,u,,,,
D4E8C7E2-39D8-46ED-B948-08570691B541,Rosa pendulina,,,Hängefrüchtige Rose,LC,5,0,0,LC,5,0,0,
38C543FA-104A-4404-824F-457A2A8DB0A2,Rosa pseudoscabriuscula,,,Unechte Kratz-Rose,VU,2,-1,-1,-,,,,
509F4340-DE93-4F41-84B4-F3428D7697CD,Rosa rhaetica,,,Rätische Rose,(CR),dd,dd,dd,-,,,,"NT: Die Angaben aus dem Ötztal und vom Reschenpass sind unbelegt, daher ist das Vorkommen nicht gesichert. Die Art ist verschollen, falls sie je vorhanden war. Nachsuchen waren bisher negativ."
AB29B44A-9402-489D-9753-6279E96D4F97,Rosa rubiginosa,,,Wein-Rose i. e. S.,NT,4,-2,-1,EN,2,-2,-2,
D5B5DA86-8DF2-447B-923D-402F5255D0CA,Rosa rugosa,,,Kartoffel-Rose,u,,,,u,,,,
6EC22490-22AD-416A-8EF4-72C9F8F7F18E,Rosa sherardii,,,Samt-Rose,/,,,,CR,1,-1,-2,NT: Die Nordtiroler Angaben beziehen sich wohl alle auf R. pseudoscabriuscula. – OT: Wenige Sträucher sind aus dem Virgental und Defereggental bekannt.
9487B39E-9727-4A64-965D-1D8901911CC0,Rosa spinosissima,syn. R. pimpinellifolia,,Bibernell-Rose,u,,,,/,,,,
5B5D4105-05DF-4BAD-8A25-12EC67620203,Rosa subcanina,,,Mittelgebirgs-Hunds-Rose,LC,4,-1,-1,VU,2,-1,-1,
3AD34949-0C2A-4D5D-831F-0058C9E91F70,Rosa subcollina,,,Unechte Hunds-Rose i. w. S.,NT,3,-1,-1,NT,3,-1,-1,
36674843-68FB-4F9E-8BDB-8E1C9E40F743,Rosa tomentosa s. str.,,,Filz-Rose,NT,4,-2,-1,VU,3,-1,-2,
7640BA64-E795-41A9-9FEE-B3D90ACCA146,Rosa villosa s. str.,,,Apfel-Rose,CR,1,-2,-1,EN,2,-1,-2,"NT: Die Vorkommen sind auf das südwestliche Nordtirol (Ötztal, Oberes Gericht, Paznaun) beschränkt. Aktuelle Angaben gibt es kaum."
7AD11DA9-D48B-41F0-9266-2CC3D5534F35,Rosa virginiana,,,Glanz-Rose,/,,,,u,,,,
C442B93F-9A10-4735-97F7-30A1E3DE9AD6,Rostraria cristata,,,Kamm-Büschelgras,-,,,,u,,,,
4C19AE76-B300-4F6F-A09A-35D0A59D4F95,Rubus albopersicinus ined.,,R. sect. Rubus,Weiße Pfirsich-Brombeere,LC,3,0,0,-,,,,
7FDFE476-B47C-49E0-A187-3D0D8FAAB3CA,Rubus armeniacus,,R. sect. Rubus,Armenische Brombeere,pi,,,,pi,,,,
CD282576-8478-498C-8BA5-502FFE26667A,Rubus bavaricus,,R. sect. Rubus,Bayerische Brombeere,EN,1,-2,0,-,,,,NT: Die Art ist vereinzelt aus dem Raum Innsbruck und dem Unterland bekannt. Der überwiegende Teil der Vorkommen ist nicht mehr aktuell.
C475AEDA-0714-4529-90A3-D0F57BFD812F,Rubus bertramii,,R. sect. Rubus,Bertram-Brombeere,LC,2,0,0,/,,,,"OT: Eine Angabe der Art aus Osttirol war irrig, es handelt sich um R. sulcatus."
283231A5-E602-4D6F-BF1A-574CF771DCCC,Rubus bicolor,syn. R. macromontanus,R. sect. Rubus,Hügellands-Brombeere,LC,2,0,0,-,,,,
1E2627D7-8ED0-4D91-9AA0-61A655293A1C,Rubus bifrons,,R. sect. Rubus,Zweifarbige Brombeere,LC,4,0,0,/,,,,
3763CDBE-878B-4108-9B31-4237D1AEDA98,Rubus bregutiensis,,R. sect. Rubus,Bregenzer Brombeere,LC,2,0,0,-,,,,
FAA0AB00-FB9D-4399-9C56-8355ACC90F85,Rubus caesius,,,"Auen-Brombeere, Kratzbeere",LC,5,0,0,LC,5,0,0,
BDC4498C-F083-4777-AF57-6EB7A702D697,Rubus canescens,,R. sect. Rubus,Filz-Brombeere,LC,3,0,0,LC,1,0,0,
D54246DE-8956-4E74-8C16-D3E9FA66BCA1,Rubus constrictus,,R. sect. Rubus,Vest-Brombeere,LC,2,0,0,LC,1,0,0,
B49C8F0B-F274-4604-B138-2FE23CA550F5,Rubus denticulatus s. str.,,R. sect. Rubus,Spitzahn-Brombeere,CR,1,-2,-1,-,,,,Es handelt sich um eine von A. Kerner beschriebene Lokalsippe und damit nicht um eine aktuell akzeptierte Art.
4344195E-7CAF-4F6D-9428-37C33C8DD804,Rubus elatior,,R. sect. Rubus,Hohe Brombeere,LC,3,0,0,-,,,,
93A0EDD2-23A7-4FB5-89ED-DE4F3009240B,Rubus epipsilos,,R. sect. Rubus,Kahlblättrige Brombeere,LC,4,0,0,-,,,,
A586B5AA-CEAA-47E5-A2FA-08F3E9D1DCF8,Rubus fasciculatus,,R. sect. Corylifolii,Büschelblütige Haselblattbrombeere,VU,1,0,-1,VU,1,0,-1,"NT: Von der Art existieren mehrere kleine Populationen im Unterland, teils nur Einzelpflanzen umfassend. – OT: Nur eine Angabe bekannt."
48E557E5-52E9-4475-9232-9A953A26F453,Rubus ferox,,R. sect. Rubus,Bienen-Brombeere,LC,2,0,0,-,,,,
ADF29CB2-D663-4FF4-938C-F37E9E7E58D3,Rubus grossus s.lat.,,R. sect. Corylifolii,Grobe Haselblattbrombeere,LC,1,0,0,-,,,,"NT: In Nordtirol kommt nur R. grossus s.lat. vor, der „echte“ R. grossus fehlt."
36BE89D4-F418-4034-916A-537498450D4C,Rubus guttiferus,,R. sect. Rubus,Tropfen-Brombeere,LC,1,0,0,-,,,,
367EDEB2-A93A-4A13-AA53-4B3FFABD3237,Rubus hirtus s.lat.,,R. sect. Rubus,Dunkeldrüsige Brombeere,LC,4,0,0,LC,2,0,0,
EF8D3B13-45B9-46EA-8048-C7871B31200B,Rubus idaeus,,,Himbeere,LC,5,0,0,LC,5,0,0,
16D8D022-8A8C-44F4-8635-B42B215F1952,Rubus kuleszae,,R. sect. Corylifolii,Kulesza-Haselblattbrombeere,RE?,0,-3,,-,,,,"NT: Rubus kuleszae ist erst in jüngerer Zeit für Nordtirol nachgewiesen worden, aktuelle Funde fehlen aber. Zumindest einer der beiden Fundorte (bei Zirl) existiert heute nicht mehr."
AB399EA7-3C1E-4AB7-ABD2-00CB9C08759D,Rubus laciniatus,,R. sect. Rubus,Schlitzblättrige Brombeere,e,,,,u,,,,
5B1A0C11-69EF-4B08-BEB0-48899EAD0314,Rubus mollis,,R. sect. Corylifolii,Weiche Haselblattbrombeere,RE,0,-3,,-,,,,NT: Rubus mollis ist ehemals im Raum Innsbruck vorgekommen. Aktuell konnte kein Nachweis erbracht werden.
